"Year","PlotID","Site","Trans","Plot","TreeID","BAI","CoreID","Pith","Pith.Yr","Inner","Outer","Bark","Use","Notes","Pith.offset","Tree","Spp","Genus","Canopy","Live","Age","BA.m2ha","BAI.filled","BA.tree","Stems","Density.Ha","BAI.filled.plot","BA.plot","BA.m2ha.plot","Density.ha.plot","Stems.plot","BAI.m2ha.plot","BA.m2ha.plot.live","RelBA","Site.Trans","Latitude","Longitude","elev","flow","TPI","sol","sol.lag","Anomaly","Tavg","Precip.PRISM","Tavg.PRISM","Precip.PRISM.sum","BA.tree.cm2"
2000,"HNKB1","HNK","B",1,"HNKB117",123.5362,"HNKB117HI","Y",1910,1911,2012,"Y","Y","1986 missing",1,17,"ACRU","Acer","I","LIVE",90,0.2387724,123.5362,10804.18,1,22.10485,15219.15,12531.92,20.3313,464.2019,21,0.3364172,29.05645,0.03211889,"HNKB",38.31586,-79.22329,829.397015920647,0.0137903225806452,0.00899183129115747,104564.560668894,104564.560668894,-0.324814082816685,8.41511765003839,83.225,10.2512499292692,998.7,108.0418
2000,"HNKB2","HNK","B",2,"HNKB228",16.05668,"HNKB228HI","Y",1929,1930,2012,"Y","N","poor corr, possible -9 shift",1,28,"NYSY","Nyssa","U","LIVE",71,0.03990752,16.05668,1805.77,1,22.10485,28245.03,10344.71,19.34612,707.3553,32,0.6243522,20.29927,0.01068071,"HNKB",38.31543,-79.22434,837.302112029385,0.0125675432006011,0.0698096669171058,105240.191580145,105240.191580145,-0.324814082816685,8.478804098755,83.225,10.2512499292692,998.7,18.0577
2000,"HNKB3","HNK","B",3,"HNKB348",19.4968,"HNKB348HI","Y",1918,1919,2012,"Y","N","poor corr",1,48,"NYSY","Nyssa","U","LIVE",82,0.07847072,19.4968,2465.307,1,31.83099,6508.402,2804.848,8.92783,604.7888,19,0.2071689,9.786552,0.03629825,"HNKB",38.31529,-79.22547,843.712810261536,0.0130877811094453,0.131486340163251,105698.576686842,105698.576686842,-0.324814082816685,8.49052836054818,83.225,10.2512499292692,998.7,24.65307
2000,"HNKC3","HNK","C",3,"HNKC301",54.3845,"HNKC301HI","N",1933,1935,2011,"Y","Y","2010 & 2011 very small",2,1,"NYSY","Nyssa","U","LIVE",67,0.09349472,54.3845,1879.669,1,49.73592,6241.736,4634.662,9.757678,1094.19,22,0.3104385,13.86707,0.01421834,"HNKC",38.32188,-79.22275,717.66103239705,1.24081275167785,-0.118992874306069,95529.5060104499,95529.5060104499,-0.324814082816685,8.16553874930893,83.225,10.2512499292692,998.7,18.79669
2000,"HNKC3","HNK","C",3,"HNKC312",51.64621,"HNKC312HI","Y",1976,1977,2012,"Y","Y","1992 missing",1,12,"ACRU","Acer","U","LIVE",24,0.07911668,51.64621,1590.605,1,49.73592,6241.736,4634.662,9.757678,1094.19,22,0.3104385,13.86707,0.01203178,"HNKC",38.32188,-79.22275,717.66103239705,1.24081275167785,-0.118992874306069,95529.5060104499,95529.5060104499,-0.324814082816685,8.16553874930893,83.225,10.2512499292692,998.7,15.90605
2000,"IRNA1","IRN","A",1,"IRNA108",65.66431,"IRNA108HI","N",1916,1918,2012,"Y","Y","cores reversed?",2,8,"QURU","Quercus","C","LIVE",84,1.274912,65.66431,40053.78,1,31.83099,7075.106,4336.648,12.61726,286.4789,9,0.2252076,55.02958,0.2978185,"IRNA",36.7531,-81.30619,1242.08090862685,0.0078677641653905,0.116470988599636,108315.822059197,108315.822059197,-0.324814082816685,6.90255856374432,87.4083333333333,9.17249989509583,1048.9,400.5378
2000,"IRNA3","IRN","A",3,"IRNA306",408.2173,"IRNA306HI","Y",1975,1976,2012,"Y","N","poor correlation with master",1,6,"QURU","Quercus","C","LIVE",25,0.2642549,408.2173,8302.069,1,31.83099,13938.05,5759.341,7.131666,891.2677,28,0.4436619,10.03817,0.121752,"IRNA",36.75242,-81.30829,1256.67288207748,0.00766620689655172,0.180023414218825,111993.786113204,111993.786113204,-0.324814082816685,7.04313170530049,87.4083333333333,9.17249989509583,1048.9,83.02069
2000,"IRNB1","IRN","B",1,"IRNB131",1117.375,"IRNB131HI","N",1910,1912,2012,"Y","Y","actually lower; this one measured",2,31,"QUPR","Quercus","C","LIVE",90,0.5112891,1117.375,16063.12,1,31.83099,10338.92,7933.57,12.70082,1050.423,33,0.3290982,18.7019,0.2184746,"IRNB",36.7579,-81.3064,1114.83777095067,0.0279629032258065,-0.0795997610513717,94858.1839370496,94858.1839370496,-0.324814082816685,5.80451588478365,87.4083333333333,9.17249989509583,1048.9,160.6312
2000,"IRNB2","IRN","B",2,"IRNB210",169.342,"IRNB210HI","N",1915,1917,2012,"Y","N","poor correlation with master",2,10,"QURU","Quercus","C","LIVE",85,0.1199608,169.342,3768.798,1,31.83099,8905.58,7346.335,11.51124,763.9437,24,0.2834734,16.42099,0.06707262,"IRNB",36.75741,-81.30741,1129.34821049052,0.0256407039020658,-0.05699013857009,94447.430817497,94447.430817497,-0.324814082816685,5.67105591386551,87.4083333333333,9.17249989509583,1048.9,37.68798
2000,"IRNB3","IRN","B",3,"IRNB333",45.3031,"IRNB333HI","Y",1911,1912,2012,"Y","Y","1999 missing",1,33,"NYSY","Nyssa","I","LIVE",89,0.2171027,45.3031,6820.693,1,31.83099,8428.45,7608.74,12.06681,891.2677,28,0.2682859,17.75617,0.1000614,"IRNB",36.7567,-81.30802,1151.4676387823,0.0226561013046815,-0.0186855120661668,94878.6782054599,94878.6782054599,-0.324814082816685,5.65303051418881,87.4083333333333,9.17249989509583,1048.9,68.20693
2000,"IRNC1","IRN","C",1,"IRNC125",197.6062,"IRNC125HI","Y",1913,1914,2012,"Y","Y","B side is clearer in supression",1,25,"QUPR","Quercus","C","LIVE",87,0.38607,197.6062,12129.12,1,31.83099,16526.17,13772.04,17.85277,1336.902,42,0.5260444,26.29886,0.1399841,"IRNC",36.76212,-81.30692,1000.50974882929,0.0769193103448276,-0.196700723712222,100591.06512654,100591.06512654,-0.324814082816685,7.63497006092346,87.4083333333333,9.17249989509583,1048.9,121.2912
2000,"MORA1","MOR","A",1,"MORA118",60.96441,"MORA118HI","N",1955,1958,2012,"Y","N","poor correlation w/ master",3,18,"QUPR","Quercus","U","LIVE",45,0.08946313,60.96441,2810.654,1,31.83099,12246.06,9419.802,22.3453,700.2817,22,0.3898041,29.56277,0.01174385,"MORA",37.71746,-80.1106,877.041792547835,0.00779410876132931,0.181940248405504,98238.8672687436,98238.8672687436,-0.324814082816685,8.40937851148102,85.2525,10.1575001378854,1023.03,28.10654
2000,"MORA2","MOR","A",2,"MORA222",38.12566,"MORA222HI","Y",1954,1955,2012,"Y","Y","2002 & 2003 missing",1,22,"BELE","Betula","U","LIVE",46,0.1674593,38.12566,5261.052,1,31.83099,13481,8288.37,20.12338,1018.592,32,0.4291137,25.1306,0.06404544,"MORA",37.71701,-80.1116,885.855193328279,0.00741630022744503,0.236500716030663,99339.9315238093,99339.9315238093,-0.324814082816685,8.64157771721115,85.2525,10.1575001378854,1023.03,52.61052
2000,"MORA2","MOR","A",2,"MORA236",405.1535,"MORA236HI","Y",1953,1954,2012,"N","Y","b side measured",1,36,"NYSY","Nyssa","I","LIVE",47,0.3160124,405.1535,9928.13,1,31.83099,13481,8288.37,20.12338,1018.592,32,0.4291137,25.1306,0.1208601,"MORA",37.71701,-80.1116,885.855193328279,0.00741630022744503,0.236500716030663,99339.9315238093,99339.9315238093,-0.324814082816685,8.64157771721115,85.2525,10.1575001378854,1023.03,99.2813
2000,"MORB1","MOR","B",1,"MORB147",59.60536,"MORB147HI","N",1963,1966,2012,"Y","N","poor correlation w/ master, but 1966 marker year lines up",3,47,"QURU","Quercus","I","LIVE",37,0.06657475,59.60536,2091.572,1,31.83099,9786.432,6739.011,8.463511,923.0987,29,0.3115118,16.02484,0.02522489,"MORB",37.72242,-80.1086,738.07714884696,0.237477735849057,-0.0934381551362639,90337.9040959802,90337.9040959802,-0.324814082816685,7.38055226890575,85.2525,10.1575001378854,1023.03,20.91572
2000,"MORB2","MOR","B",2,"MORB206",99.5039,"MORB206HI","Y",1953,1954,2012,"Y","N","poor correlation w/ master",1,6,"QUPR","Quercus","U","LIVE",47,0.1541167,99.5039,4841.87,1,31.83099,8877.717,6765.988,9.228234,795.7747,25,0.2825865,17.94243,0.0618829,"MORB",37.72218,-80.10972,744.222557399028,0.224869683257919,-0.110315066197415,90798.4192135725,90798.4192135725,-0.324814082816685,7.45020134729204,85.2525,10.1575001378854,1023.03,48.4187
2000,"MORB2","MOR","B",2,"MORB214",1103.99,"MORB214HI","N",1908,1911,2012,"Y","Y","false rings (2) in 1953",3,14,"QUPR","Quercus","C","LIVE",92,1.933237,1103.99,60736.3,1,31.83099,8877.717,6765.988,9.228234,795.7747,25,0.2825865,17.94243,0.7762576,"MORB",37.72218,-80.10972,744.222557399028,0.224869683257919,-0.110315066197415,90798.4192135725,90798.4192135725,-0.324814082816685,7.45020134729204,85.2525,10.1575001378854,1023.03,607.363
2000,"MORB2","MOR","B",2,"MORB236",23.54427,"MORB236HI","N",1971,1976,2012,"N","Y","bark fell off while polishing",5,36,"ACRU","Acer","I","LIVE",29,0.04143141,23.54427,1301.647,1,31.83099,8877.717,6765.988,9.228234,795.7747,25,0.2825865,17.94243,0.01663607,"MORB",37.72218,-80.10972,744.222557399028,0.224869683257919,-0.110315066197415,90798.4192135725,90798.4192135725,-0.324814082816685,7.45020134729204,85.2525,10.1575001378854,1023.03,13.01647
2000,"MORB2","MOR","B",2,"MORB243",43.10831,"MORB243HI","N",1957,1960,2012,"N","Y","B side dated",3,43,"ACRU","Acer","I","LIVE",43,0.08289032,43.10831,2604.157,1,31.83099,8877.717,6765.988,9.228234,795.7747,25,0.2825865,17.94243,0.03328317,"MORB",37.72218,-80.10972,744.222557399028,0.224869683257919,-0.110315066197415,90798.4192135725,90798.4192135725,-0.324814082816685,7.45020134729204,85.2525,10.1575001378854,1023.03,26.04157
2000,"MORC1","MOR","C",1,"MORC101",65.4067,"MORC101HI","N",1946,1948,2012,"Y","N","poor correlation w/ master",2,1,"NYSY","Nyssa","U","LIVE",54,0.1062716,65.4067,3338.724,1,31.83099,11778.78,8316.315,20.06765,891.2677,28,0.3749301,26.81593,0.02437018,"MORC",37.72533,-80.1077,666.932000337467,0.342753075170843,-0.214565932675266,96596.1255029741,96596.1255029741,-0.324814082816685,9.00245062887252,85.2525,10.1575001378854,1023.03,33.38724
2000,"MORC1","MOR","C",1,"MORC103",40.77308,"MORC103HI","Y",1945,1946,2012,"N","Y","B side dated",1,3,"ACRU","Acer","U","LIVE",55,0.08444867,40.77308,2653.116,1,31.83099,11778.78,8316.315,20.06765,891.2677,28,0.3749301,26.81593,0.01936575,"MORC",37.72533,-80.1077,666.932000337467,0.342753075170843,-0.214565932675266,96596.1255029741,96596.1255029741,-0.324814082816685,9.00245062887252,85.2525,10.1575001378854,1023.03,26.53116
2001,"BLDA4","BLD","A",4,"BLDA408",800.9589,"BLDA408HI","N",1933,1939,2012,"Y","N","poor correlation w/ master",6,8,"QURU","Quercus","C","LIVE",68,0.5804769,800.9589,18236.79,1,31.83099,15447.03,9689.188,19.67251,732.1127,23,0.4916943,25.92688,0.2207587,"BLDA",37.91874,-79.84931,1146.93945492662,0.013427320754717,0.17303983228513,127071.01143163,127071.01143163,0.209943773345352,9.68100629004127,79.1166666666667,10.1645834644635,949.4,182.3679
2001,"BLDA4","BLD","A",4,"BLDA410",214.0622,"BLDA410HI","Y",1982,1983,2012,"Y","Y","meaured",1,10,"BELE","Betula","I","LIVE",19,0.05849041,214.0622,1837.588,1,31.83099,15447.03,9689.188,19.67251,732.1127,23,0.4916943,25.92688,0.02224425,"BLDA",37.91874,-79.84931,1146.93945492662,0.013427320754717,0.17303983228513,127071.01143163,127071.01143163,0.209943773345352,9.68100629004127,79.1166666666667,10.1645834644635,949.4,18.37588
2001,"BLDB1","BLD","B",1,"BLDB133",102.0478,"BLDB133HI","N",1939,1940,2012,"Y","Y","false ring in 1952",1,33,"BELE","Betula","I","LIVE",62,0.1623487,102.0478,5100.492,1,31.83099,9723.861,6479.996,16.28708,827.6057,26,0.3095201,17.91983,0.08000492,"BLDB",37.91899,-79.84276,994.130442091108,0.0321127080181543,0.0212430660615305,119858.064017565,119858.064017565,0.209943773345352,10.6888562595349,79.1166666666667,10.1645834644635,949.4,51.00492
2001,"BLDB1","BLD","B",1,"BLDB137",449.7253,"BLDB137HI","Y",1940,1941,2012,"Y","N","poor correlation w/ Master",1,37,"NYSY","Nyssa","U","LIVE",61,0.1491597,449.7253,4686.136,1,31.83099,9723.861,6479.996,16.28708,827.6057,26,0.3095201,17.91983,0.07350543,"BLDB",37.91899,-79.84276,994.130442091108,0.0321127080181543,0.0212430660615305,119858.064017565,119858.064017565,0.209943773345352,10.6888562595349,79.1166666666667,10.1645834644635,949.4,46.86136
2001,"BLDB2","BLD","B",2,"BLDB210",511.2301,"BLDB210HI","N",1936,1953,2012,"Y","Y","ring file in 2 parts, 1976-1978 not measured",17,10,"QURU","Quercus","C","LIVE",65,0.8389561,511.2301,26357.4,1,31.83099,13906.33,10267.58,18.67229,1177.747,37,0.4426521,28.88157,0.2138364,"BLDB",37.91985,-79.84246,997.512117400419,0.034882641509434,-0.0961635220125708,119731.72392544,119731.72392544,0.209943773345352,10.7637065943805,79.1166666666667,10.1645834644635,949.4,263.574
2001,"BLDB2","BLD","B",2,"BLDB237",972.32,"BLDB237HI","N",1845,1865,2012,"Y","Y","lots of error on pith est",20,37,"QUPR","Quercus","D","LIVE",156,3.923356,972.32,123259.7,1,31.83099,13906.33,10267.58,18.67229,1177.747,37,0.4426521,28.88157,1,"BLDB",37.91985,-79.84246,997.512117400419,0.034882641509434,-0.0961635220125708,119731.72392544,119731.72392544,0.209943773345352,10.7637065943805,79.1166666666667,10.1645834644635,949.4,1232.597
2001,"BLDC2","BLD","C",2,"BLDC232",313.416,"BLDC232HI","Y",1941,1943,2012,"Y","Y","can't measure to pith",2,32,"NYSY","Nyssa","U","LIVE",60,0.128087,313.416,4024.098,1,31.83099,9365.76,6626.853,16.52472,986.7606,31,0.2981214,18.32342,0.06568343,"BLDC",37.91423,-79.8396,866.701798621617,0.0382064296520424,-0.136115313498066,118509.65576795,118509.65576795,0.209943773345352,10.9686702280956,79.1166666666667,10.1645834644635,949.4,40.24098
2001,"BLDC3","BLD","C",3,"BLDC303",378.0614,"BLDC303HI","Y",1934,1935,2012,"Y","N","poor correlation; pull from analysis",1,3,"NYSY","Nyssa","I","LIVE",67,0.1438698,378.0614,4519.944,1,31.83099,6865.088,4105.366,3.493072,1018.592,32,0.2185226,6.356606,0.2146789,"BLDC",37.91517,-79.83977,880.148512355018,0.0388048411497731,-0.113580013447638,119166.485413846,119166.485413846,0.209943773345352,11.1099616019142,79.1166666666667,10.1645834644635,949.4,45.19944
2001,"BLDC4","BLD","C",4,"BLDC437",68.18254,"BLDC437HI","N",1932,1934,2009,"Y","Y","dead or broken outside",2,37,"QUPR","Quercus","I","LIVE",69,0.2143884,68.18254,6735.42,1,31.83099,6547.766,5671.874,16.56246,891.2677,28,0.2084219,16.99893,0.1247386,"BLDC",37.91554,-79.83873,868.618903971845,0.0416606334841629,-0.0971803251215027,118333.398439375,118333.398439375,0.209943773345352,11.0352294912541,79.1166666666667,10.1645834644635,949.4,67.3542
2001,"FLTB2","FLT","B",2,"FLTB204",34.39251,"FLTB204HI","Y",1953,1954,2013,"Y","N","poor correlation",1,4,"QURU","Quercus","U","LIVE",48,0.05480111,34.39251,1721.681,1,31.83099,13683.57,5878.475,18.36418,923.0987,29,0.4355616,18.83277,0.01983399,"FLTB",37.23649,-80.85878,1006.10094850949,0.0315926067073171,-0.0417407689701902,129249.492407312,129249.492407312,0.209943773345352,10.8629858916025,81.79,9.82624974846841,981.48,17.21681
2001,"HIKA1","HIK","A",1,"HIKA112",3256.05,"HIKA112HI","Y",1889,1890,2012,"Y","Y","break at 1931, 2 missing rings",1,12,"QURU","Quercus","C","LIVE",112,1.352779,3256.05,95602.73,1,14.14711,30912.82,19710.95,21.56479,537.59,38,0.437327,25.37663,0.3917681,"HIKA",38.56657,-79.16857,1094.13162265404,0.00832937219730942,0.205675967447272,112267.135530654,112267.135530654,0.209943773345352,10.2116056144238,68.2616666666667,9.21583352486293,819.14,956.0273
2001,"HIKA1","HIK","A",1,"HIKA124",880.8954,"HIKA124HI","N",1914,1916,2012,"Y","Y","not sure of pith est",2,24,"QURU","Quercus","C","LIVE",87,1.239406,880.8954,87590.51,1,14.14711,30912.82,19710.95,21.56479,537.59,38,0.437327,25.37663,0.358935,"HIKA",38.56657,-79.16857,1094.13162265404,0.00832937219730942,0.205675967447272,112267.135530654,112267.135530654,0.209943773345352,10.2116056144238,68.2616666666667,9.21583352486293,819.14,875.9051
2001,"HIKA2","HIK","A",2,"HIKA220",289.6943,"HIKA220HI","N",1928,1931,2012,"Y","N","poor corr w/ master",3,20,"ACRU","Acer","I","LIVE",73,0.1158013,289.6943,5239.88,1,22.10485,22908.61,14848.84,22.37664,442.0971,20,0.5063914,30.3177,0.02831559,"HIKA",38.56745,-79.16833,1097.45767195767,0.00850915178571428,0.180565889550272,110109.96578086,110109.96578086,0.209943773345352,9.97649890468944,68.2616666666667,9.21583352486293,819.14,52.3988
2001,"HIKA3","HIK","A",3,"HIKA311",2224.655,"HIKA311HI","N",1833,1838,2012,"Y","Y","tentative pith date",5,11,"QURU","Quercus","C","LIVE",168,3.5852,2224.655,253371,1,14.14711,19995.14,20057.36,20.4611,183.9124,13,0.2828734,30.45189,0.6315063,"HIKA",38.56833,-79.16862,1102.64975124378,0.00787902985074627,0.209981343283589,108006.020702228,108006.020702228,0.209943773345352,9.60358205045543,68.2616666666667,9.21583352486293,819.14,2533.71
2001,"HIKB3","HIK","B",3,"HIKB321",44.88448,"HIKB321HI","Y",1928,1929,2012,"Y","N","poor corr w/ master",1,21,"ACRU","Acer","U","LIVE",73,0.08572918,44.88448,2693.345,1,31.83099,13471.26,10685,13.80103,1050.423,33,0.4288035,24.09564,0.02166303,"HIKB",38.57215,-79.15678,907.026304870965,0.0383948469006721,0.238507177827566,99481.9866625328,99481.9866625328,0.209943773345352,9.82279774816978,68.2616666666667,9.21583352486293,819.14,26.93345
2001,"HIKB3","HIK","B",3,"HIKB333",49.31515,"HIKB333HI","N",1930,1936,2012,"Y","Y","1977 missing",6,33,"ACRU","Acer","I","LIVE",71,0.09934795,49.31515,3121.205,1,31.83099,13471.26,10685,13.80103,1050.423,33,0.4288035,24.09564,0.02510438,"HIKB",38.57215,-79.15678,907.026304870965,0.0383948469006721,0.238507177827566,99481.9866625328,99481.9866625328,0.209943773345352,9.82279774816978,68.2616666666667,9.21583352486293,819.14,31.21205
2001,"HIKB4","HIK","B",4,"HIKB409",61.14254,"HIKB409HI","N",1934,1937,2012,"Y","Y","2011, 1977 missing",3,9,"ACRU","Acer","U","LIVE",67,0.09640726,61.14254,3028.817,1,31.83099,13607.28,7614.645,17.93545,732.1127,23,0.4331333,21.61475,0.01591378,"HIKB",38.57218,-79.15804,926.122354497354,0.0149162946428571,0.263103505291007,99349.0159928188,99349.0159928188,0.209943773345352,9.66516100475549,68.2616666666667,9.21583352486293,819.14,30.28817
2001,"HIKB4","HIK","B",4,"HIKB413",435.1573,"HIKB413HI","Y",1920,1921,2012,"Y","Y","1931 missing",1,13,"ACRU","Acer","I","LIVE",81,0.2682121,435.1573,8426.393,1,31.83099,13607.28,7614.645,17.93545,732.1127,23,0.4331333,21.61475,0.04427331,"HIKB",38.57218,-79.15804,926.122354497354,0.0149162946428571,0.263103505291007,99349.0159928188,99349.0159928188,0.209943773345352,9.66516100475549,68.2616666666667,9.21583352486293,819.14,84.26393
2001,"HIKB4","HIK","B",4,"HIKB420",107.0353,"HIKB420HI","N",1930,1933,2008,"Y","N","poor corr w/ master",3,20,"ACRU","Acer","U","LIVE",71,0.06938432,107.0353,2179.84,1,31.83099,13607.28,7614.645,17.93545,732.1127,23,0.4331333,21.61475,0.01145315,"HIKB",38.57218,-79.15804,926.122354497354,0.0149162946428571,0.263103505291007,99349.0159928188,99349.0159928188,0.209943773345352,9.66516100475549,68.2616666666667,9.21583352486293,819.14,21.7984
2001,"HIKC2","HIK","C",2,"HIKC202",10.24065,"HIKC202HI","N",1809,1815,2012,"Y","Y","dots off on core",6,2,"BELE","Betula","C","LIVE",192,2.656492,10.24065,83458.73,1,31.83099,20283.01,10942.09,30.72324,859.4367,27,0.6456283,33.22169,0.4541331,"HIKC",38.57435,-79.15297,834.35688225539,0.0919242537313433,-0.101844941956882,103197.005746313,103197.005746313,0.209943773345352,10.5411100303406,68.2616666666667,9.21583352486293,819.14,834.5873
2001,"HIKC2","HIK","C",2,"HIKC206",60.34999,"HIKC206HI","Y",1969,1970,2012,"Y","N","poor corr w/ master",1,6,"BELE","Betula","I","LIVE",32,0.1408634,60.34999,4425.491,1,31.83099,20283.01,10942.09,30.72324,859.4367,27,0.6456283,33.22169,0.02408091,"HIKC",38.57435,-79.15297,834.35688225539,0.0919242537313433,-0.101844941956882,103197.005746313,103197.005746313,0.209943773345352,10.5411100303406,68.2616666666667,9.21583352486293,819.14,44.25491
2001,"HIKC3","HIK","C",3,"HIKC313",461.0613,"HIKC313HI","N",1972,1974,2012,"Y","Y","2011 missing",2,13,"ACRU","Acer","I","LIVE",29,0.4180786,461.0613,13134.73,1,31.83099,32333.5,9870.46,14.91795,1082.254,34,1.029207,17.63563,0.2364457,"HIKC",38.57377,-79.15203,823.694881398252,0.0948026966292135,-0.157126508531003,103834.095874169,103834.095874169,0.209943773345352,10.7892552291323,68.2616666666667,9.21583352486293,819.14,131.3473
2001,"HIKC4","HIK","C",4,"HIKC405",40.35808,"HIKC405HI","N",1972,1977,2012,"Y","Y","2011, 2003 missing",5,5,"ACRU","Acer","I","LIVE",29,0.4225808,40.35808,13276.18,1,31.83099,25128.86,11386.21,12.25621,1305.071,41,0.7998763,17.26008,0.4238691,"HIKC",38.57328,-79.15099,812.190677264448,0.0977666915052161,-0.108761798310979,104810.007774552,104810.007774552,0.209943773345352,11.0519033404685,68.2616666666667,9.21583352486293,819.14,132.7618
2001,"HIKC4","HIK","C",4,"HIKC406",10.03896,"HIKC406HI","N",1971,1973,2012,"Y","Y","2003, 1990 missing",2,6,"ACRU","Acer","U","LIVE",30,0.1022689,10.03896,3212.971,1,31.83099,25128.86,11386.21,12.25621,1305.071,41,0.7998763,17.26008,0.1025806,"HIKC",38.57328,-79.15099,812.190677264448,0.0977666915052161,-0.108761798310979,104810.007774552,104810.007774552,0.209943773345352,11.0519033404685,68.2616666666667,9.21583352486293,819.14,32.12971
2001,"HIKC4","HIK","C",4,"HIKC417",487.956,"HIKC417HI","Y",1971,1972,2012,"Y","Y","1999 missing",1,17,"ACRU","Acer","C","LIVE",30,0.356577,487.956,11202.55,1,31.83099,25128.86,11386.21,12.25621,1305.071,41,0.7998763,17.26008,0.3576641,"HIKC",38.57328,-79.15099,812.190677264448,0.0977666915052161,-0.108761798310979,104810.007774552,104810.007774552,0.209943773345352,11.0519033404685,68.2616666666667,9.21583352486293,819.14,112.0255
2001,"HIKC4","HIK","C",4,"HIKC421",255.3606,"HIKC421HI","N",1971,1973,2012,"Y","Y","2011, 2003 missing",2,21,"ACRU","Acer","C","LIVE",30,0.2755639,255.3606,8657.365,1,31.83099,25128.86,11386.21,12.25621,1305.071,41,0.7998763,17.26008,0.276404,"HIKC",38.57328,-79.15099,812.190677264448,0.0977666915052161,-0.108761798310979,104810.007774552,104810.007774552,0.209943773345352,11.0519033404685,68.2616666666667,9.21583352486293,819.14,86.57365
2001,"HNKA1","HNK","A",1,"HNKA113",1209.692,"HNKA113HI","N",1908,1912,2012,"Y","Y","break at 1927",4,13,"QUPR","Quercus","C","LIVE",93,1.851605,1209.692,58171.7,1,31.83099,15070.89,8749.139,26.4261,509.2958,16,0.4797214,26.57168,0.401154,"HNKA",38.31762,-79.23926,941.822005663835,0.00808313343328336,0.197661585873733,110253.19323235,110253.19323235,0.209943773345352,9.88838351031506,68.0208333333333,10.5304166575273,816.25,581.717
2001,"HNKA3","HNK","A",3,"HNKA321",523.5456,"HNKA321HI","N",1927,1929,2012,"Y","Y","cored twice",2,21,"NYSY","Nyssa","C","LIVE",74,0.4631208,523.5456,24594.84,1,18.8349,33648.66,13415.8,20.54319,640.3868,34,0.6337693,22.24889,0.1050215,"HNKA",38.31877,-79.2409,952.354604604605,0.00617837837837838,0.287183016349687,106063.970434641,106063.970434641,0.209943773345352,9.28348495058589,68.0208333333333,10.5304166575273,816.25,245.9484
2001,"HNKA3","HNK","A",3,"HNKA323",134.9847,"HNKA323HI","N",1938,1942,2012,"Y","N","poor corr",4,23,"NYSY","Nyssa","I","LIVE",63,0.1336771,134.9847,7099.157,1,18.8349,33648.66,13415.8,20.54319,640.3868,34,0.6337693,22.24889,0.03031383,"HNKA",38.31877,-79.2409,952.354604604605,0.00617837837837838,0.287183016349687,106063.970434641,106063.970434641,0.209943773345352,9.28348495058589,68.0208333333333,10.5304166575273,816.25,70.99157
2001,"HNKA3","HNK","A",3,"HNKA329",561.2493,"HNKA329HI","N",1911,1917,2012,"Y","Y","switch sides measuring at 1937 b/c of scar",6,29,"ACRU","Acer","C","LIVE",90,1.953387,561.2493,103738,1,18.8349,33648.66,13415.8,20.54319,640.3868,34,0.6337693,22.24889,0.4429676,"HNKA",38.31877,-79.2409,952.354604604605,0.00617837837837838,0.287183016349687,106063.970434641,106063.970434641,0.209943773345352,9.28348495058589,68.0208333333333,10.5304166575273,816.25,1037.38
2001,"HNKB1","HNK","B",1,"HNKB117",114.7859,"HNKB117HI","Y",1910,1911,2012,"Y","Y","1986 missing",1,17,"ACRU","Acer","I","LIVE",91,0.2413092,114.7859,10918.97,1,22.10485,14780.91,12678.33,20.58357,464.2019,21,0.3267299,29.38318,0.03199413,"HNKB",38.31586,-79.22329,829.397015920647,0.0137903225806452,0.00899183129115747,104564.560668894,104564.560668894,0.209943773345352,9.01910941681792,66.8816666666667,10.7295834024747,802.58,109.1897
2001,"HNKB2","HNK","B",2,"HNKB228",32.30186,"HNKB228HI","Y",1929,1930,2012,"Y","N","poor corr, possible -9 shift",1,28,"NYSY","Nyssa","U","LIVE",72,0.0406214,32.30186,1838.072,1,22.10485,28528.05,10510.82,19.68472,707.3553,32,0.6306084,20.92988,0.01065314,"HNKB",38.31543,-79.22434,837.302112029385,0.0125675432006011,0.0698096669171058,105240.191580145,105240.191580145,0.209943773345352,9.0850307227665,66.8816666666667,10.7295834024747,802.58,18.38072
2001,"HNKB3","HNK","B",3,"HNKB348",14.9012,"HNKB348HI","Y",1918,1919,2012,"Y","N","poor corr",1,48,"NYSY","Nyssa","U","LIVE",83,0.07894503,14.9012,2480.208,1,31.83099,5809.409,2862.942,9.112744,604.7888,19,0.1849192,9.971471,0.03609428,"HNKB",38.31529,-79.22547,843.712810261536,0.0130877811094453,0.131486340163251,105698.576686842,105698.576686842,0.209943773345352,9.09720657834042,66.8816666666667,10.7295834024747,802.58,24.80208
2001,"HNKC3","HNK","C",3,"HNKC301",57.57283,"HNKC301HI","N",1933,1935,2011,"Y","Y","2010 & 2011 very small",2,1,"NYSY","Nyssa","U","LIVE",68,0.09635839,57.57283,1937.241,1,49.73592,5919.453,4718.467,9.917817,1094.19,22,0.2944094,14.16148,0.01451813,"HNKC",38.32188,-79.22275,717.66103239705,1.24081275167785,-0.118992874306069,95529.5060104499,95529.5060104499,0.209943773345352,8.70807722740039,66.8816666666667,10.7295834024747,802.58,19.37241
